band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,species_scientific_name
B00066724327,B00066724327,,E,9/5/2019,5,9,2019,US,US-WI,43.57444,-88.62722,0,98,Mallard,1320,3,0,2,4,P8988788,,10,23,14,3,0.25,R,Anas platyrhynchos
B00066724327,B00066724327,,B,9/5/2019,5,9,2019,US,US-WI,43.5,-88.5,60,98,Mallard,1320,3,0,2,4,P8988788,X,,,,,,B,Anas platyrhynchos
B00066724332,B00066724332,,B,9/5/2019,5,9,2019,US,US-WI,43.5,-88.5,60,98,Mallard,1320,3,0,2,4,P8988788,X,,,,,,B,Anas platyrhynchos
B00066724332,B00066724332,,E,9/5/2019,5,9,2019,US,US-WI,43.57444,-88.62722,0,98,Mallard,1320,3,0,2,4,P8988788,,10,23,14,3,0.25,R,Anas platyrhynchos
B00066724402,B00066724402,,B,8/22/2019,22,8,2019,US,US-WI,43.5,-88.5,60,98,Mallard,1320,3,0,1,5,P8988788,X,,,,,,B,Anas platyrhynchos
B00066724402,B00066724402,,E,8/22/2019,22,8,2019,US,US-WI,43.57444,-88.62722,0,98,Mallard,1320,3,0,1,5,P8988788,,10,23,14,3,1.17,R,Anas platyrhynchos
B00066724414,B00066724414,,B,8/22/2019,22,8,2019,US,US-WI,43.5,-88.5,60,98,Mallard,1320,3,0,2,4,P8988788,X,,,,,,B,Anas platyrhynchos
B00066724414,B00066724414,,E,8/22/2019,22,8,2019,US,US-WI,43.57444,-88.62722,0,98,Mallard,1320,3,0,2,4,P8988788,,10,23,14,3,0.17,R,Anas platyrhynchos
B00066724490,B00066724490,,B,8/22/2019,22,8,2019,US,US-WI,43.5,-88.5,60,98,Mallard,1320,3,0,1,5,P8988788,X,,,,,,B,Anas platyrhynchos
B00066724490,B00066724490,,E,8/22/2019,22,8,2019,US,US-WI,43.57444,-88.62722,0,98,Mallard,1320,3,0,1,5,P8988788,,10,23,14,3,1.17,R,Anas platyrhynchos
B00066724560,B00066724560,,E,8/22/2019,22,8,2019,US,US-WI,43.57444,-88.62722,0,98,Mallard,1320,3,0,2,5,P8988788,,10,23,14,3,0.17,R,Anas platyrhynchos
B00066724560,B00066724560,,B,8/22/2019,22,8,2019,US,US-WI,43.5,-88.5,60,98,Mallard,1320,3,0,2,5,P8988788,X,,,,,,B,Anas platyrhynchos
B00066724570,B00066724570,,B,8/22/2019,22,8,2019,US,US-WI,43.5,-88.5,60,98,Mallard,1320,3,0,2,5,P8988788,X,,,,,,B,Anas platyrhynchos
B00066724570,B00066724570,,E,8/22/2019,22,8,2019,US,US-WI,43.57444,-88.62722,0,98,Mallard,1320,3,0,2,5,P8988788,,10,23,14,3,0.17,R,Anas platyrhynchos
B07665066846,B07665066846,,B,7/9/2012,9,7,2012,US,US-WI,45.5,-89.5,60,1,Mallard,1320,3,70,4,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07665066846,B07665066846,,E,9/22/2012,22,9,2012,US,US-WI,45.73245,-89.50296,11,1,MALLARD,1320,,,,,,,1,21,61,5,0.25,E,Anas platyrhynchos
B07665068360,B07665068360,,B,9/4/2012,4,9,2012,US,US-WI,45.5,-92.5,60,1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07665068360,B07665068360,,E,10/13/2012,13,10,2012,US,US-WI,45.15198,-92.53659,11,1,MALLARD,1320,,,,,,,1,21,61,5,0.33,E,Anas platyrhynchos
B07665068446,B07665068446,,B,8/26/2013,26,8,2013,US,US-WI,44.5,-91.5,60,1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07665068446,B07665068446,,E,9/26/2013,26,9,2013,US,US-WI,44.87552,-91.87861,11,1,mallard,1320,,,,,,,1,21,61,5,0.25,E,Anas platyrhynchos
B07665068766,B07665068766,,B,8/26/2014,26,8,2014,US,US-WI,45.5,-92.5,60,1,Mallard,1320,3,0,1,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07665068766,B07665068766,,E,10/18/2014,18,10,2014,US,US-WI,43.61348,-89.20651,11,1,MALLARD,1320,,,,,,,1,21,61,5,1.33,E,Anas platyrhynchos
B07665068920,B07665068920,,B,8/18/2016,18,8,2016,US,US-WI,44.5,-91.5,60,1,Mallard,1320,3,0,1,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07665068920,B07665068920,,E,11/14/2020,14,11,2020,US,US-WI,44.87552,-91.87861,11,1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,4,5.42,E,Anas platyrhynchos
B07705401010,B07705401010,,B,8/25/2020,25,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705401010,B07705401010,,E,10/22/2020,22,10,2020,US,US-WI,42.55657,-88.69853,0,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,4,0.33,E,Anas platyrhynchos
B07705401331,B07705401331,,B,8/25/2020,25,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705401331,B07705401331,,E,8/27/2020,27,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705401865,B07705401865,,B,8/25/2020,25,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705401865,B07705401865,,E,8/27/2020,27,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705405170,B07705405170,,B,8/27/2020,27,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,1,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705405170,B07705405170,,E,11/3/2020,3,11,2020,US,US-WI,43.54939,-89.4767,11,W1,MALLARD,1320,,,,,,,1,21,7,5,1.42,E,Anas platyrhynchos
B07705405785,B07705405785,,B,8/27/2020,27,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705405785,B07705405785,,E,10/23/2020,23,10,2020,US,US-WI,42.7938,-88.17255,11,W1,MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705405977,B07705405977,,B,8/27/2020,27,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705405977,B07705405977,,E,11/11/2020,11,11,2020,US,US-WI,43.7504,-89.37639,11,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B07705407060,B07705407060,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,1,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705407060,B07705407060,,E,8/25/2020,25,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,1,4,P9972302,,66,23,14,7,1.17,R,Anas platyrhynchos
B07705407060,B07705407060,,E,8/27/2020,27,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,1,4,P9972302,,66,23,14,7,1.17,R,Anas platyrhynchos
B07705407147,B07705407147,,B,8/21/2020,21,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705407147,B07705407147,,E,11/1/2020,1,11,2020,US,US-WI,42.71579,-88.14218,11,W1,Drake mallard,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B07705407577,B07705407577,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,1,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705407577,B07705407577,,E,10/3/2020,3,10,2020,US,US-WI,43.59458,-89.64658,11,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,5,1.33,E,Anas platyrhynchos
B07705407787,B07705407787,,B,8/21/2020,21,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,1,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705407787,B07705407787,,E,10/3/2020,3,10,2020,US,US-WI,42.67585,-88.19638,0,W1,Mallard,1320,,,,,,,1,21,7,5,1.33,E,Anas platyrhynchos
B07705407940,B07705407940,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,1,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705407940,B07705407940,,E,8/25/2020,25,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,1,4,P9972302,,66,23,14,7,1.17,R,Anas platyrhynchos
B07705408025,B07705408025,,B,8/14/2020,14,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705408025,B07705408025,,E,8/18/2020,18,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705408137,B07705408137,,B,8/14/2020,14,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705408137,B07705408137,,E,8/18/2020,18,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705408347,B07705408347,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705408347,B07705408347,,E,10/3/2020,3,10,2020,US,US-WI,42.68807,-88.14966,11,W1,Hen mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705408427,B07705408427,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705408427,B07705408427,,E,8/27/2020,27,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705408500,B07705408500,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705408500,B07705408500,,E,8/27/2020,27,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705408585,B07705408585,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705408585,B07705408585,,E,8/27/2020,27,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705408618,B07705408618,,B,8/6/2020,6,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705408618,B07705408618,,E,8/25/2020,25,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705408828,B07705408828,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705408828,B07705408828,,E,8/27/2020,27,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705408850,B07705408850,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705408850,B07705408850,,E,8/25/2020,25,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705409039,B07705409039,,B,8/21/2020,21,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705409039,B07705409039,,E,10/3/2020,3,10,2020,US,US-WI,43.47777,-88.63483,11,W1,Malard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705409224,B07705409224,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705409224,B07705409224,,E,8/25/2020,25,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705409784,B07705409784,,B,8/21/2020,21,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705409784,B07705409784,,E,8/25/2020,25,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705409817,B07705409817,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705409817,B07705409817,,E,11/17/2020,17,11,2020,US,US-WI,44.31289,-87.70564,11,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,4,0.42,E,Anas platyrhynchos
B07705409949,B07705409949,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705409949,B07705409949,,E,8/25/2020,25,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705409970,B07705409970,,B,8/18/2020,18,8,2020,US,US-WI,42.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705409970,B07705409970,,E,8/25/2020,25,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705409970,B07705409970,,E,8/27/2020,27,8,2020,US,US-WI,42.58333,-88.08333,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705412267,B07705412267,,B,8/26/2020,26,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705412267,B07705412267,,E,8/30/2020,30,8,2020,US,US-WI,45.75,-92.75,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705412267,B07705412267,,E,11/22/2020,22,11,2020,US,US-WI,45.66955,-92.61584,0,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B07705413065,B07705413065,,B,8/19/2020,19,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705413065,B07705413065,,E,8/26/2020,26,8,2020,US,US-WI,45.75,-92.75,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705413221,B07705413221,,B,8/6/2020,6,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705413221,B07705413221,,E,8/11/2020,11,8,2020,US,US-WI,45.75,-92.75,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705413387,B07705413387,,B,8/3/2020,3,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705413387,B07705413387,,E,8/6/2020,6,8,2020,US,US-WI,45.75,-92.75,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705413387,B07705413387,,E,8/26/2020,26,8,2020,US,US-WI,45.75,-92.75,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705413540,B07705413540,,B,7/29/2020,29,7,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705413540,B07705413540,,E,7/31/2020,31,7,2020,US,US-WI,45.75,-92.75,10,W1,Mallard,1320,3,0,2,4,P9972302,,66,23,14,7,0.08,R,Anas platyrhynchos
B07705414185,B07705414185,,B,8/26/2020,26,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705414185,B07705414185,,E,11/2/2020,2,11,2020,US,US-WI,45.35582,-92.69532,0,W1,MALLARD,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B07705415034,B07705415034,,B,8/11/2020,11,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705415034,B07705415034,,E,10/11/2020,11,10,2020,US,US-WI,45.73539,-92.74123,11,W1,MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705415220,B07705415220,,B,8/6/2020,6,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705415220,B07705415220,,E,9/27/2020,27,9,2020,US,US-WI,45.54328,-92.46714,11,W1,MALLARD,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B07705415384,B07705415384,,B,8/3/2020,3,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705415384,B07705415384,,E,8/30/2020,30,8,2020,US,US-WI,45.75,-92.75,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705415780,B07705415780,,B,8/19/2020,19,8,2020,US,US-WI,45.5,-92.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705415780,B07705415780,,E,10/30/2020,30,10,2020,US,US-WI,44.58552,-92.45654,11,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705430023,B07705430023,,B,8/19/2020,19,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705430023,B07705430023,,E,10/21/2020,21,10,2020,US,US-WI,44.70944,-87.98738,0,W1,MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705430075,B07705430075,,B,8/19/2020,19,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705430075,B07705430075,,E,10/4/2020,4,10,2020,US,US-WI,43.99374,-87.72633,11,W1,MALLARD,1320,,,,,,,1,21,7,4,0.33,E,Anas platyrhynchos
B07705430303,B07705430303,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705430303,B07705430303,,E,10/22/2020,22,10,2020,US,US-WI,43.438,-89.16416,11,W1,Drake mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705430340,B07705430340,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705430340,B07705430340,,E,10/24/2020,24,10,2020,US,US-WI,44.07467,-87.95911,0,W1,Mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705430380,B07705430380,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705430380,B07705430380,,E,10/3/2020,3,10,2020,US,US-WI,43.27946,-89.44703,0,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705430425,B07705430425,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705430425,B07705430425,,E,10/9/2020,9,10,2020,US,US-WI,44.44471,-88.57899,11,W1,MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705430504,B07705430504,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705430504,B07705430504,,E,9/19/2020,19,9,2020,US,US-WI,43.82783,-88.61594,0,W1,MALLARD,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B07705430583,B07705430583,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705430583,B07705430583,,E,10/18/2020,18,10,2020,US,US-WI,44.08861,-87.81834,11,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,3,0.33,E,Anas platyrhynchos
B07705430827,B07705430827,,B,8/19/2020,19,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705430827,B07705430827,,E,10/18/2020,18,10,2020,US,US-WI,43.24076,-89.06678,11,W1,Drake mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705430863,B07705430863,,B,8/19/2020,19,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705430863,B07705430863,,E,11/4/2020,4,11,2020,US,US-WI,43.45777,-88.93675,11,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B07705434503,B07705434503,,B,8/31/2020,31,8,2020,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,1,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705434503,B07705434503,,E,10/4/2020,4,10,2020,US,US-WI,45.1573,-92.42891,11,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,5,1.33,E,Anas platyrhynchos
B07705435030,B07705435030,,B,8/31/2020,31,8,2020,US,US-WI,44.5,-89.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705435030,B07705435030,,E,9/26/2020,26,9,2020,US,US-WI,44.71973,-89.90565,0,W1,MALLARD,1320,,,,,,,1,21,7,5,0.25,E,Anas platyrhynchos
B07705436347,B07705436347,,B,8/19/2020,19,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705436347,B07705436347,,E,10/3/2020,3,10,2020,US,US-WI,43.83768,-88.91342,0,W1,MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705437467,B07705437467,,B,8/19/2020,19,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705437467,B07705437467,,E,10/4/2020,4,10,2020,US,US-WI,43.83966,-88.49889,0,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705439147,B07705439147,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705439147,B07705439147,,E,8/19/2020,19,8,2020,US,US-WI,43.75,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705439147,B07705439147,,E,10/7/2020,7,10,2020,US,US-WI,44.29065,-88.89092,11,W1,MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705439300,B07705439300,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705439300,B07705439300,,E,10/4/2020,4,10,2020,US,US-WI,44.33471,-88.63816,11,W1,Hen mallard,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705439385,B07705439385,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705439385,B07705439385,,E,8/19/2020,19,8,2020,US,US-WI,43.75,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705439543,B07705439543,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705439543,B07705439543,,E,8/19/2020,19,8,2020,US,US-WI,43.75,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705466506,B07705466506,,B,7/29/2020,29,7,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705466506,B07705466506,,E,9/20/2020,20,9,2020,US,US-WI,44.41456,-87.7862,11,W1,MALLARD,1320,,,,,,,1,21,7,4,0.25,E,Anas platyrhynchos
B07705466825,B07705466825,,B,8/5/2020,5,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705466825,B07705466825,,E,8/12/2020,12,8,2020,US,US-WI,43.75,-88.08333,10,W1,Mallard,1320,3,0,2,5,P9972302,,66,23,14,7,0.17,R,Anas platyrhynchos
B07705466904,B07705466904,,B,8/5/2020,5,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,5,P9972302,0,,,,,,B,Anas platyrhynchos
B07705466904,B07705466904,,E,11/14/2020,14,11,2020,US,US-WI,43.54506,-88.93467,11,W1,MALLARD,1320,,,,,,,1,21,7,5,0.42,E,Anas platyrhynchos
B07705467464,B07705467464,,B,8/5/2020,5,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705467464,B07705467464,,E,10/3/2020,3,10,2020,US,US-WI,44.01491,-87.89398,11,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,5,0.33,E,Anas platyrhynchos
B07705467707,B07705467707,,B,8/12/2020,12,8,2020,US,US-WI,43.5,-88.5,60,W1,Mallard,1320,3,0,2,4,P9972302,0,,,,,,B,Anas platyrhynchos
B07705467707,B07705467707,,E,10/3/2020,3,10,2020,US,US-WI,43.47777,-88.63483,11,W1,GREENHEAD MALLARD,1320,,,,,,,1,21,7,4,0.33,E,Anas platyrhynchos
